"incidentid","statusid","flowstatusid","assignmentgroupid","summarydescription","incidentdescription","impactid","priorityid","categoryid","assignedusercode","opendate","closedate","startdate","solutiondescription","requesttypeid","calltypeid","solutionmethod","username","definitioncategoryid","definitioncategorypath"
1313610,"2","3",5768,"gün içinde gönderilmesi gereken excel dosyası mevcuttur","gün içinde gönderilmesi gereken excel dosyası mevcuttur. Taekwondo sporuyla ilgilenen çocuklarımın tc kulüp lisans ve diğer bilgilerini içeren 2 satırlık excel dosyasını kendime mail atmam gerekmektedir. ekte excel dosyası bulunmaktadır. gokhanyuncu@windowslive.com 
mail adresine gönderimi yapılacaktır. Desteklerinizi rica ederim.","2","4",18271,"absaglam","2026-02-12 10:52:39.537","2026-02-12 10:52:50.61","2026-02-12 10:17:32.437","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1313545,"2","3",5768,"FİŞ LİSTESİ YAZDIRMA HATASI HK.","Merhaba,
DLP hassas veri uyarısı nedeniyle kullanıcı fiş listesi yazdırılamamaktadır.
Konu hususunda değerli desteklerinizi bilgilerinize arz ederim.
İyi çalışmalar.","2","4",18271,"absaglam","2026-02-12 10:44:16.827","2026-02-12 10:54:57.017","2026-02-12 08:57:49.53","Merhaba,
Aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı dener misiniz?
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint","10","3","Merhaba,
Aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı dener misiniz?
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint","absaglam",NULL,NULL
1313620,"2","3",5768,"Poliçe Gönderimi Hk.","Merhaba, müşterimize poliçesini e-posta ile gönderdik. Leasing konu bir poliçe olduğu için faturasını da gönderdik. Veri güvenlik duvarına takıldı. Serbest bırakabilir misiniz? E-postalar ektedir.","2","4",18271,"absaglam","2026-02-12 10:35:34.37","2026-02-12 10:36:29.49","2026-02-12 10:33:35.357","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1313613,"2","3",5768,"Mail gönderimi hk.","Merhabalar,

Arşiv gönderimi yapacağımızdan eksik evraklara müşteri tarafından kaşe imza yapılacaktır.Veri güvenliğine takıldığından istisna tanımlanması hususunda yardımlarınızı rica ederim. Mail görüntüsü ektedir.

İyi Çalışmalar","2","4",18271,"absaglam","2026-02-12 10:29:44.25","2026-02-12 10:31:02.677","2026-02-12 10:20:42.883","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1313585,"5","3",5768,"Airapi Veri Talebi","Merhaba Muhammed Ali Bey,

Airapi fintech veritabanından 2025 yılında aşağıda belirtilen client üzerinden login olan müşteri bilgileriner ihtiyacımız vardır. Yardımcı olabilir miisni?

SELECT ""User"" FROM public.""BankLoginSessions""
where ""ClientId"" like '%ed8cf78f-3a05-4c79-bf33-d1c8de28e342%' and ""CreatedAt"" >= '2025-01-01' and ""CreatedAt"" <= '2025-12-31'","2","4",21474,"scakici","2026-02-12 09:50:29.86",NULL,"2026-02-12 09:40:46.477","Merhaba, 

İş ihtiyacını iletir misiniz ?","10","3","Merhaba, 

İş ihtiyacını iletir misiniz ?","scakici",NULL,NULL
1313529,"2","3",5768,"mine erdem mailleri","merhaba,

dava danışma tarafından hazırlanan protokolü mine erdemin kontrol etmesi için maile eklenmiştir. mailin iletilmesini rica ederiz.","2","4",18271,"absaglam","2026-02-12 09:08:55.15","2026-02-12 09:13:11.147","2026-02-12 08:42:24.88","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1313452,"2","3",5768,"Çınaraltı ve Gökhan Alet salash burger maaş listesi paylaşımı","Çınaraltı ve Gökhan Alet salash burger maaş listesi paylaşımı kayıtlı maile gönderilmiş olup serbest bırakılması için desteklerinizi arz ederz.Maaş anlaşması yapılmıştır.","2","4",18271,"absaglam","2026-02-12 09:07:39.987","2026-02-12 09:08:42.477","2026-02-11 17:08:43.233","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1313449,"2","3",5768,"MAİL GÖNDERİMİ HKK.","S.A Hayırlı Çalışmalar ,

'muhasebe@celikelektrikantalya.com'; 'sbozcalivglobal@gmail.com' ilğili mail adreslerine gönderilen mailin serbest bırakılması ve müşterimize ulaştırılması gereklidir. İlğili işlemde müşterimiz aktif olarak mobil şube kullanmamaktadır. Müşterimize ek numaralar açılmış iban bilgileri paylaşılmış ayrıca sistemden güncellenmesi gereken evraklar paylaşılmıştır. İlğili ek numaralara para yatacagından hesap karışıklılıgı olmaması için ek numara açılmıştır
konu hususunda değerli yardımlarınızı arz ederim.","2","4",18271,"absaglam","2026-02-12 09:05:57.98","2026-02-12 10:05:10.95","2026-02-11 17:03:29.157","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1313445,"2","3",5768,"Mail gönderimi hk.","Merhaba, divitteki mailimiz veri güvenliğine takılıp karşı tarafa ulaşmamıştır. Gönderim hususunda değerli desteklerinizi rica eder, hayırlı çalışmalar dilerim.","2","4",18271,"absaglam","2026-02-12 09:04:13.127","2026-02-12 09:05:46.303","2026-02-11 16:56:04.753","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1313426,"2","3",5768,"PROJE EVRAKLARI MÜŞTERİYE GİTMEMEKTEDİR.","Merhabalar,

Müşteriye göndermemiz gerekn proje evrakları hassas veriye takılmaktadır. Konu hakkında yardımlarınızı talep ederiz.","2","4",18271,"absaglam","2026-02-12 09:02:40.477","2026-02-12 09:04:05.503","2026-02-11 16:30:08.893","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1313428,"14",NULL,5768,"İletilmeyen Mail Hk.","Merhaba,

Ekte iletmiş olduğum satış ve faturanın ekteki mail silsilesine iletilmesini rica ederim.

İyi çalışmalar.","2","4",18271,"absaglam","2026-02-11 16:42:39.72","2026-02-11 16:44:02.71","2026-02-11 16:36:05.22","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur","absaglam",NULL,NULL
1313326,"14",NULL,5768,"Veri Koruma Sistemi İstisna Tanımlama","Merhabalar,

RE: <Secure>KYC CFI- 281824 KUWAIT TURKISH PARTICIPATION CRM:CAS-27978862-B8M6L başlıklı mailimiz veri güvenliğine takılmıştır, söz konusu içerik uyum kapsamında muhabirimizle paylaşılan bilgiler olup istisna tanımlanmasını rica ederiz.","2","4",18271,"absaglam","2026-02-11 16:40:19.523","2026-02-11 16:41:39.423","2026-02-11 13:57:56.023","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur","absaglam",NULL,NULL
1313025,"5","3",5768,"Pyhton PdfReader ve PyMuPDF kütüphanelerine erişim hakkında","Merhaba,
PDF verilerinden extract yaparak birimimize resmi kurumlardan gelen Bültenler hakkında çalışma yapmak istiyoruz,
Yapılacak çalışmada kullanmak için Pyhton da yer alan PdfReader ve PyMuPDF kütüphanelerine erişim verilmesini rica ederim,
iyi çalışmalar.","2","4",NULL,"scakici","2026-02-11 16:30:58.663",NULL,"2026-02-11 09:03:33.8","","10","3","","scakici",NULL,NULL
1313220,"2","3",5768,"mail atamama hk","merhaba,
müşterimize proje yapılmış olup satıcı bayiye dekont ve proforma fatura atılırken hata alınmaktadır.  mailin serbest bırakılmasını rica ederiz.","2","4",18271,"absaglam","2026-02-11 16:24:39.027","2026-02-12 09:02:21.387","2026-02-11 10:42:41.503","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1313414,"14",NULL,5768,"İSTANBUL ALTIN BORSASINA YETKİLİ BİLDİRİMİ","Merhaba,
Şubelerimizin altına ihtiyacı oluyor
Sistemden Grup Alım talep girişi yapıyorlar
İstanbul Altın Borsasından Altın çekimi için talimat hazırlanması gerekiyor
Talimatı hazırlamak için belge talep ediyor İSTANBUL ALTIN BORSASINA maili bu nedenle gönderdik.","2","4",18271,"absaglam","2026-02-11 16:23:32.893","2026-02-11 16:24:29.31","2026-02-11 16:17:38.62","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur","absaglam",NULL,NULL
1313221,"14",NULL,5768,"mail yetkisi","merhaba,
ekli mailimin müşteriye gönderilmesi için tanımlama yapılmasını rica ederim. proje kapamaları ile ilgili bir mail oldugundan iletilmesi önemlidir","2","4",18271,"absaglam","2026-02-11 16:21:34.683","2026-02-11 16:22:58.257","2026-02-11 10:43:41.59","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur","absaglam",NULL,NULL
1313355,"14",NULL,5768,"Hesap ekstrelerini yazıcıya gönderilememesi hakkında","Merhaba, müşterilere hesap ekstresi verirken veri koruma sistemi çalıştığı için ekstreleri yazdıramıyorum yetki verilmesini
Rica ederim.","2","4",18271,"absaglam","2026-02-11 16:19:02.067","2026-02-11 16:21:24.31","2026-02-11 14:42:26.613","Merhaba,
Aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı dener misiniz?
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint","10","3","Merhaba,
Aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı dener misiniz?
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint","absaglam",NULL,NULL
1313361,"14",NULL,5768,"Veri Güvenliği İstisna Tanımlama","Merhabalar, 

Sürekli olarak şube değişikliği yapmam gerektiğinden divitteki uyarı ile karşılaşıyorum. Konu hakkında yardım talep ederiz.
 
İyi çalışmalar.","2","4",18271,"absaglam","2026-02-11 16:16:51.517","2026-02-11 16:18:55.59","2026-02-11 14:50:15.34","Merhaba,
Aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı dener misiniz?
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint","10","3","Merhaba,
Aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı dener misiniz?
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint","absaglam",NULL,NULL
1313365,"14",NULL,5768,"Hassas Veri Gitmeyen Mail","Merhaba,
 
Müşterimizin talebi doğrultusunda istenen belgeler hassas veri sebebiyle iletilememiştir. Müşteriye ait bu verilerin iş kapsamı ihtiyacı dolayısıyla gönderilmesi gerekli olduğundan istisna tanımlanması hususunda desteklerinizi rica ederim.","2","4",18271,"absaglam","2026-02-11 16:15:43.69","2026-02-11 16:16:45.24","2026-02-11 15:03:35.457","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1313399,"14",NULL,5768,"Mail veri koruma hk","merhabalar,

klima için dış firmaya ATM listesini göndermek istememe rağmen gitmemektedir.

desteklerinizi rica edeirz.","2","4",18271,"absaglam","2026-02-11 16:13:21.217","2026-02-11 16:15:35.083","2026-02-11 16:03:36.987","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1312170,"14",NULL,5768,"Mail Gönderme","Merhaba,

ekteki maili müşterimize göndermek istiyoruz ancak veri güvenliğine takılmaktadır. maildeki evraklar müşterimize yapılacak olan projelerin evrakları olup desteklerinizi rica ederiz.","2","4",18271,"absaglam","2026-02-11 15:02:42.733","2026-02-11 15:03:55.697","2026-02-09 11:23:56.52","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1313336,"14",NULL,5768,"istisna talebi hk.","Merhaba, 

İlgili mail iş gerekliliğince gönderilmektedir. İstisna rica olunur.","2","4",18271,"absaglam","2026-02-11 15:01:28.363","2026-02-11 15:02:28.78","2026-02-11 14:07:56.687","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1313238,"14",NULL,5768,"Mutabakat Maili Veri Koruma İstisnası","Senebaşından itibaren denetim gerekçesiyle birkikte çalıştığımız kurumların mutabakat taleplerini iletmekteyiz. İlgili belgeleri kurumlara iletebilmek adına ekli iki mail için istisna tanımlaması yapılması hususunda yardımlarınızı arz ederim.
 
Saygılarımla,","2","4",18271,"absaglam","2026-02-11 14:45:38.933","2026-02-11 14:48:04.9","2026-02-11 10:58:11.407","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1313330,"14",NULL,5768,"mail iletimi hk.","merhaba, divitte yer alan mailin müşteriye iletilmesi hususunda yardımlarınızı rica ederim.","2","4",18271,"absaglam","2026-02-11 14:41:45.44","2026-02-11 14:44:42.88","2026-02-11 13:56:17.287","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1313344,"14",NULL,5768,"MAİL","s.a.
ekli mailde müşterimize mutabakat gönderiyoruz, blokladı sistem,
serbest bırakır mısınız uçup gitsin yerine konsun mail.
divitte eklidir.
kolay gelsin.","2","4",18271,"absaglam","2026-02-11 14:39:36.35","2026-02-11 14:40:50.017","2026-02-11 14:21:03.577","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1313322,"14",NULL,5768,"avukat iş ortağı maili","İlyas Kaya <ilyaskaya@ikahukuk.com> maili yasal takip terkini birimi olarak çalıştığımız avukata ait olup istisna kapsamına alınmasını ilgili  mailde engellenen bir durum varsa serbest bırakılmasını rica ederiz.","2","4",18271,"absaglam","2026-02-11 13:56:50.297","2026-02-11 13:57:53.703","2026-02-11 13:53:13.343","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1313307,"14",NULL,5768,"Finans ve Kişisel Veri - Güvenlik Bilgilendirmesi","kendime ait bir sözlşmeyi babama atacaım ama güvenlik duvarına takılıyor. Yardımcı olur musunuz? 
kemaloto@hotmail.com","2","4",18271,"absaglam","2026-02-11 13:48:11.477","2026-02-11 13:54:54.313","2026-02-11 13:04:44.787","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1313022,"14",NULL,5768,"mail yetki hk","merhabalar  gonucfinans@gonucinsaat.com   mailine leasing dekont paylaşımı yapılacaktır. güvenlik duvarına takıldığı için gönderim yapılamamktadır. değerli destekleriniz rica olunur.","2","4",18271,"absaglam","2026-02-11 09:20:20.893","2026-02-11 09:21:40.61","2026-02-11 09:06:46.83","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1295609,"14",NULL,5768,"Altyapı Bilgileri Paylaşımı hk.","Firmaya ilettiğim mail içeriğinden dolayı dlpye takılıyor yardımcı olabilir misiniz?","2","4",18271,"scakici","2025-12-22 15:48:01.207","2025-12-22 15:49:49.417","2025-12-22 15:42:35.833","Mailiniz serbest bırakılmıştır. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz serbest bırakılmıştır. Tekrar göndermenize gerek yoktur.","scakici",NULL,NULL
1313292,"14",NULL,5768,"veri paylaşımı","Merhaba,
 
Müşterilere çıkardığımız hesap ektresini yazıcıdan yazdırırken veri koruma ihlali ile ilgili bir mail alıyorum ve bundan kaynaklı ekstre yazıcıdan çıktı olarak alamıyorum. Gezici gişe destek biriminde çalıştığım için şube özelinde değil gittiğim her şubede bu durumla karşılaşmaktayım.
 
Aynı şekilde gün sonu yaptığımız işlemlerin fiş listesini excel tabanına döküp çıkartırken de hassas veri paylaşımı olarak mail alıyorum. Bundan kaynaklı kullanıcı fiş listesini de yazıcıdan çıktı olarak alamıyoru.
 
İlgili işlem esnasında gelen mailler divite eklenmiştir.
 
Desteklerinizi rica eder, kolaylıklar dilerim.","2","4",18271,"absaglam","2026-02-11 13:45:30.78","2026-02-11 13:47:44.4","2026-02-11 12:09:49.513","Sadece fiş ile ilgili kısım Veri Güvenliği Korumasına takılmış ve gereken istisna sağlanmışıtr. Hesap ekstres ile ilgili bir durum görülmemiştir.","10","3","Sadece fiş ile ilgili kısım Veri Güvenliği Korumasına takılmış ve gereken istisna sağlanmışıtr. Hesap ekstres ile ilgili bir durum görülmemiştir.","absaglam",NULL,NULL
1313281,"14",NULL,5768,"Mail Serbest Bırakılması","Müşterimize firmasının kaşe imzalı hesap hareketleri gönderilmekte olup imzacıların imza sirküleri de maile eklemiştir. Mailin serbest bırakılmasını rica ederiz.","2","4",18271,"absaglam","2026-02-11 13:44:03.637","2026-02-11 13:45:13.753","2026-02-11 11:51:46.52","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
